learner_id,gender,age_group,state_of_origin,state_of_residence,education_level,employment_status,device_access,primary_device,prior_tech_experience,monthly_income_band,registration_source,region_of_origin,region_of_residence,internet_quality
LRN0011083,Female,18-24,Delta,Lagos,Undergraduate,Unemployed,Yes,Laptop,Beginner,<50k,Social Media,South South,South West,Moderate
LRN0011084,Female,35-44,Adamawa,Rivers,OND/ND,Student,Yes,Mobile Phone,Advanced,50k-100k,Social Media,North East,South South,Moderate
LRN0011085,Male,18-24,Sokoto,Oyo,Undergraduate,Employed,Yes,Laptop,Beginner,50k-100k,Referral,North West,South West,Moderate
LRN0011086,Female,25-34,Lagos,Niger,Graduate,Self-Employed,No,Laptop,Beginner,<50k,Referral,South West,North Central,Poor
LRN0011087,Female,18-24,Oyo,Kaduna,Postgraduate,Employed,Yes,Laptop,Beginner,50k-100k,Community Outreach,South West,North West,Moderate
LRN0011088,Male,18-24,Sokoto,Lagos,OND/ND,Unemployed,Yes,Mobile Phone,Intermediate,<50k,Partner Organisation,North West,South West,Good
LRN0011089,Female,35-44,Kano,Enugu,OND/ND,Student,Yes,Mobile Phone,Intermediate,50k-100k,Email Campaign,North West,South East,Moderate
LRN0011090,Female,25-34,Plateau,FCT,OND/ND,Employed,Yes,Laptop,Intermediate,100k-250k,Referral,North Central,North Central,Good
LRN0011091,Female,35-44,Jigawa,Lagos,Undergraduate,Student,Yes,Mobile Phone,Beginner,250k+,Partner Organisation,North West,South West,Good
LRN0011092,Male,25-34,Adamawa,Delta,Secondary School,Unemployed,Yes,Mobile Phone,Intermediate,<50k,Community Outreach,North East,South South,Good
LRN0011093,Male,35-44,Abia,Niger,Graduate,Student,Yes,Mobile Phone,Intermediate,<50k,Social Media,South East,North Central,Good
LRN0011094,Male,25-34,Rivers,Lagos,OND/ND,Unemployed,Yes,Mobile Phone,Beginner,<50k,Social Media,South South,South West,Good
LRN0011095,Male,25-34,Oyo,Yobe,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Referral,South West,North East,Moderate
LRN0011096,Female,25-34,Lagos,Delta,OND/ND,Student,Yes,Laptop,Beginner,50k-100k,Social Media,South West,South South,Good
LRN0011097,Female,25-34,Oyo,Lagos,OND/ND,Student,Yes,Mobile Phone,Beginner,<50k,Social Media,South West,South West,Good
LRN0011098,Female,25-34,Kaduna,Ogun,Secondary School,Unemployed,Yes,Laptop,Intermediate,<50k,Campus Outreach,North West,South West,Good
LRN0011099,Female,25-34,Bayelsa,Kano,Undergraduate,Student,No,Mobile Phone,Beginner,50k-100k,Referral,South South,North West,Moderate
LRN0011100,Male,18-24,FCT,Oyo,Graduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North Central,South West,Good
LRN0011101,Female,25-34,Delta,Jigawa,OND/ND,Employed,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,South South,North West,Moderate
LRN0011102,Female,18-24,Edo,Bayelsa,OND/ND,Unemployed,Yes,Mobile Phone,Beginner,<50k,Social Media,South South,South South,Good
LRN0011103,Male,25-34,Kano,Niger,Undergraduate,Student,Yes,Mobile Phone,Intermediate,100k-250k,Campus Outreach,North West,North Central,Poor
LRN0011104,Female,18-24,Adamawa,Lagos,Graduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Community Outreach,North East,South West,Good
LRN0011105,Male,25-34,Kaduna,Bayelsa,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Campus Outreach,North West,South South,Moderate
LRN0011106,Female,25-34,Ondo,Kaduna,Undergraduate,Employed,Yes,Laptop,Advanced,<50k,Partner Organisation,South West,North West,Poor
LRN0011107,Female,25-34,Akwa Ibom,Benue,Graduate,Student,Yes,Mobile Phone,Beginner,<50k,Referral,South South,North Central,Moderate
LRN0011108,Male,18-24,Borno,Abia,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,100k-250k,Referral,North East,South East,Moderate
LRN0011109,Female,25-34,FCT,Jigawa,Undergraduate,Student,No,Laptop,Beginner,100k-250k,Referral,North Central,North West,Moderate
LRN0011110,Female,18-24,Lagos,Kano,OND/ND,Employed,Yes,Laptop,Beginner,<50k,Social Media,South West,North West,Moderate
LRN0011111,Male,25-34,Rivers,Delta,Undergraduate,Employed,Yes,Tablet,Intermediate,<50k,Social Media,South South,South South,Moderate
LRN0011112,Male,25-34,Kaduna,Bayelsa,Undergraduate,Unemployed,Yes,Mobile Phone,Intermediate,<50k,Social Media,North West,South South,Good
LRN0011113,Male,18-24,Sokoto,Benue,Undergraduate,Student,No,Mobile Phone,Advanced,<50k,Referral,North West,North Central,Good
LRN0011114,Female,35-44,Oyo,Oyo,Graduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Partner Organisation,South West,South West,Moderate
LRN0011115,Female,18-24,Imo,Bauchi,Undergraduate,Unemployed,No,Mobile Phone,Beginner,50k-100k,Partner Organisation,South East,North East,Poor
LRN0011116,Female,18-24,Kaduna,Kano,Graduate,Student,Yes,Laptop,Beginner,<50k,Referral,North West,North West,Good
LRN0011117,Female,18-24,Oyo,Enugu,OND/ND,Student,Yes,Mobile Phone,Intermediate,<50k,Campus Outreach,South West,South East,Moderate
LRN0011118,Female,35-44,Enugu,Plateau,Secondary School,Unemployed,Yes,Laptop,Intermediate,<50k,Email Campaign,South East,North Central,Poor
LRN0011119,Male,25-34,Lagos,Kaduna,Undergraduate,Student,Yes,Mobile Phone,Intermediate,250k+,Campus Outreach,South West,North West,Good
LRN0011120,Female,35-44,Katsina,Katsina,Graduate,Employed,Yes,Mobile Phone,Advanced,100k-250k,Email Campaign,North West,North West,Poor
LRN0011121,Male,18-24,Lagos,Lagos,Graduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South West,South West,Good
LRN0011122,Male,18-24,Oyo,FCT,Undergraduate,Student,Yes,Laptop,Intermediate,50k-100k,Social Media,South West,North Central,Poor
LRN0011123,Female,25-34,FCT,Kogi,Undergraduate,Student,Yes,Laptop,Beginner,50k-100k,Social Media,North Central,North Central,Good
LRN0011124,Male,18-24,Enugu,Lagos,Graduate,Student,Yes,Desktop,Advanced,50k-100k,Referral,South East,South West,Good
LRN0011125,Female,25-34,Katsina,Ondo,Graduate,Employed,Yes,Laptop,Beginner,50k-100k,Referral,North West,South West,Good
LRN0011126,Female,18-24,Kano,Bayelsa,Graduate,Student,Yes,Mobile Phone,Intermediate,<50k,Social Media,North West,South South,Good
LRN0011127,Male,18-24,Ogun,Imo,Secondary School,Self-Employed,Yes,Mobile Phone,Intermediate,50k-100k,Referral,South West,South East,Good
LRN0011128,Male,18-24,Ogun,Kogi,Undergraduate,Employed,Yes,Mobile Phone,Intermediate,<50k,Social Media,South West,North Central,Poor
LRN0011129,Female,18-24,Kano,Yobe,Undergraduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Community Outreach,North West,North East,Poor
LRN0011130,Female,18-24,Rivers,Jigawa,Postgraduate,Student,Yes,Mobile Phone,Intermediate,50k-100k,Campus Outreach,South South,North West,Moderate
LRN0011131,Male,35-44,Enugu,Sokoto,Undergraduate,Unemployed,Yes,Tablet,Beginner,<50k,Referral,South East,North West,Good
LRN0011132,Male,35-44,FCT,FCT,OND/ND,Employed,Yes,Mobile Phone,Beginner,<50k,Referral,North Central,North Central,Poor
LRN0011133,Female,25-34,Rivers,Ogun,Secondary School,Student,Yes,Desktop,Intermediate,100k-250k,Community Outreach,South South,South West,Good
LRN0011134,Female,18-24,Edo,Enugu,Secondary School,Unemployed,No,Mobile Phone,Intermediate,<50k,Email Campaign,South South,South East,Good
LRN0011135,Male,18-24,Delta,Jigawa,Graduate,Employed,Yes,Mobile Phone,Beginner,<50k,Referral,South South,North West,Good
LRN0011136,Male,25-34,Jigawa,Niger,Undergraduate,Unemployed,Yes,Mobile Phone,Intermediate,<50k,Social Media,North West,North Central,Good
LRN0011137,Female,25-34,Delta,Borno,Undergraduate,Student,Yes,Laptop,Advanced,<50k,Social Media,South South,North East,Moderate
LRN0011138,Female,35-44,Akwa Ibom,Lagos,Graduate,Student,Yes,Desktop,Beginner,250k+,Community Outreach,South South,South West,Moderate
LRN0011139,Female,25-34,Ebonyi,Borno,Postgraduate,Student,Yes,Mobile Phone,Beginner,100k-250k,Social Media,South East,North East,Moderate
LRN0011140,Female,18-24,Imo,Adamawa,Graduate,Self-Employed,Yes,Mobile Phone,Beginner,100k-250k,Partner Organisation,South East,North East,Poor
LRN0011141,Female,35-44,Rivers,Lagos,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Partner Organisation,South South,South West,Good
LRN0011142,Male,18-24,Kaduna,Lagos,OND/ND,Student,Yes,Laptop,Advanced,100k-250k,Campus Outreach,North West,South West,Good
LRN0011143,Female,25-34,Edo,Rivers,OND/ND,Employed,Yes,Laptop,Beginner,50k-100k,Partner Organisation,South South,South South,Good
LRN0011144,Male,25-34,Anambra,Lagos,Graduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Email Campaign,South East,South West,Poor
LRN0011145,Female,25-34,Akwa Ibom,Kano,Undergraduate,Student,Yes,Mobile Phone,Intermediate,50k-100k,Community Outreach,South South,North West,Good
LRN0011146,Male,25-34,FCT,Enugu,OND/ND,Self-Employed,Yes,Laptop,Beginner,50k-100k,Social Media,North Central,South East,Moderate
LRN0011147,Male,25-34,Abia,Ondo,Undergraduate,Student,Yes,Laptop,Beginner,50k-100k,Referral,South East,South West,Good
LRN0011148,Female,25-34,Yobe,FCT,OND/ND,Unemployed,Yes,Mobile Phone,Advanced,50k-100k,Social Media,North East,North Central,Moderate
LRN0011149,Female,25-34,Imo,Ogun,Secondary School,Employed,Yes,Mobile Phone,Intermediate,<50k,Referral,South East,South West,Good
LRN0011150,Male,18-24,Niger,Jigawa,Undergraduate,Unemployed,Yes,Mobile Phone,Advanced,<50k,Campus Outreach,North Central,North West,Poor
LRN0011151,Female,25-34,Kaduna,Bauchi,Undergraduate,Unemployed,Yes,Laptop,Intermediate,<50k,Community Outreach,North West,North East,Poor
LRN0011152,Male,35-44,Niger,Kaduna,Secondary School,Self-Employed,Yes,Mobile Phone,Advanced,100k-250k,Social Media,North Central,North West,Moderate
LRN0011153,Male,25-34,Kano,FCT,Undergraduate,Student,Yes,Laptop,Beginner,100k-250k,Referral,North West,North Central,Good
LRN0011154,Female,35-44,Oyo,Lagos,Undergraduate,Employed,Yes,Laptop,Beginner,50k-100k,Partner Organisation,South West,South West,Good
LRN0011155,Male,18-24,Lagos,Delta,Undergraduate,Unemployed,Yes,Laptop,Advanced,250k+,Social Media,South West,South South,Moderate
LRN0011156,Female,25-34,Jigawa,Katsina,Undergraduate,Employed,Yes,Mobile Phone,Advanced,100k-250k,Email Campaign,North West,North West,Moderate
LRN0011157,Male,18-24,Kano,Katsina,Undergraduate,Employed,Yes,Tablet,Beginner,<50k,Referral,North West,North West,Moderate
LRN0011158,Female,18-24,Anambra,Oyo,Secondary School,Self-Employed,Yes,Laptop,Advanced,50k-100k,Referral,South East,South West,Good
LRN0011159,Female,25-34,Enugu,Kogi,Graduate,Self-Employed,Yes,Laptop,Beginner,50k-100k,Social Media,South East,North Central,Good
LRN0011160,Male,25-34,Kano,Adamawa,Secondary School,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Community Outreach,North West,North East,Good
LRN0011161,Male,25-34,Ebonyi,Lagos,Undergraduate,Unemployed,Yes,Laptop,Intermediate,<50k,Social Media,South East,South West,Good
LRN0011162,Female,18-24,Osun,FCT,Undergraduate,Employed,Yes,Tablet,Advanced,100k-250k,Campus Outreach,South West,North Central,Good
LRN0011163,Female,35-44,Plateau,Oyo,OND/ND,Unemployed,Yes,Mobile Phone,Intermediate,<50k,Community Outreach,North Central,South West,Good
LRN0011164,Male,18-24,Katsina,Oyo,Postgraduate,Student,Yes,Mobile Phone,Beginner,<50k,Email Campaign,North West,South West,Poor
LRN0011165,Female,25-34,Kano,Katsina,Secondary School,Student,Yes,Laptop,Beginner,50k-100k,Campus Outreach,North West,North West,Good
LRN0011166,Male,25-34,Anambra,Lagos,Secondary School,Student,Yes,Mobile Phone,Beginner,50k-100k,Partner Organisation,South East,South West,Good
LRN0011167,Male,25-34,Adamawa,Anambra,OND/ND,Unemployed,Yes,Laptop,Intermediate,<50k,Community Outreach,North East,South East,Poor
LRN0011168,Male,25-34,Lagos,Akwa Ibom,Graduate,Unemployed,Yes,Laptop,Intermediate,<50k,Campus Outreach,South West,South South,Good
LRN0011169,Male,25-34,Katsina,Kano,Graduate,Self-Employed,Yes,Mobile Phone,Beginner,<50k,Partner Organisation,North West,North West,Poor
LRN0011170,Female,18-24,Taraba,FCT,OND/ND,Unemployed,Yes,Mobile Phone,Intermediate,<50k,Email Campaign,North East,North Central,Moderate
LRN0011171,Female,18-24,Kaduna,Ondo,Undergraduate,Self-Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North West,South West,Good
LRN0011172,Female,18-24,Kaduna,Osun,Undergraduate,Employed,No,Laptop,Beginner,50k-100k,Partner Organisation,North West,South West,Moderate
LRN0011173,Female,25-34,FCT,Kogi,Graduate,Unemployed,No,Laptop,Beginner,<50k,Referral,North Central,North Central,Poor
LRN0011174,Female,25-34,Lagos,Lagos,OND/ND,Employed,Yes,Mobile Phone,Beginner,50k-100k,Email Campaign,South West,South West,Moderate
LRN0011175,Female,18-24,Oyo,Kaduna,Undergraduate,Unemployed,Yes,Mobile Phone,Advanced,50k-100k,Referral,South West,North West,Good
LRN0011176,Female,25-34,Benue,Kaduna,Undergraduate,Student,Yes,Mobile Phone,Intermediate,250k+,Campus Outreach,North Central,North West,Poor
LRN0011177,Female,18-24,Kano,FCT,Graduate,Student,Yes,Tablet,Intermediate,<50k,Social Media,North West,North Central,Moderate
LRN0011178,Female,18-24,Taraba,Ondo,Undergraduate,Student,Yes,Mobile Phone,Advanced,<50k,Referral,North East,South West,Moderate
LRN0011179,Male,25-34,Bayelsa,Adamawa,OND/ND,Student,Yes,Laptop,Beginner,50k-100k,Social Media,South South,North East,Poor
LRN0011180,Female,25-34,Enugu,Lagos,Undergraduate,Employed,Yes,Laptop,Beginner,<50k,Social Media,South East,South West,Moderate
LRN0011181,Female,18-24,Kano,Delta,Undergraduate,Employed,Yes,Mobile Phone,Advanced,50k-100k,Referral,North West,South South,Good
LRN0011182,Female,25-34,Ogun,Rivers,Undergraduate,Student,Yes,Mobile Phone,Advanced,50k-100k,Community Outreach,South West,South South,Moderate
LRN0011183,Female,18-24,Rivers,Ondo,OND/ND,Student,Yes,Laptop,Advanced,100k-250k,Social Media,South South,South West,Good
LRN0011184,Female,18-24,Plateau,Ogun,Undergraduate,Self-Employed,Yes,Mobile Phone,Beginner,100k-250k,Referral,North Central,South West,Good
LRN0011185,Female,18-24,FCT,Osun,Postgraduate,Unemployed,Yes,Tablet,Advanced,50k-100k,Referral,North Central,South West,Moderate
LRN0011186,Male,18-24,Kaduna,FCT,Graduate,Student,Yes,Laptop,Intermediate,100k-250k,Partner Organisation,North West,North Central,Good
LRN0011187,Female,25-34,Edo,Bauchi,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Social Media,South South,North East,Moderate
LRN0011188,Male,18-24,Kano,FCT,Graduate,Student,Yes,Mobile Phone,Intermediate,<50k,Email Campaign,North West,North Central,Good
LRN0011189,Female,18-24,Ogun,Rivers,Undergraduate,Self-Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South West,South South,Poor
LRN0011190,Female,18-24,Enugu,Rivers,Undergraduate,Employed,Yes,Mobile Phone,Intermediate,<50k,Partner Organisation,South East,South South,Good
LRN0011191,Male,18-24,Imo,Sokoto,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,South East,North West,Poor
LRN0011192,Male,25-34,Anambra,Delta,Graduate,Unemployed,Yes,Laptop,Intermediate,50k-100k,Social Media,South East,South South,Good
LRN0011193,Female,25-34,Enugu,FCT,Secondary School,Student,Yes,Mobile Phone,Beginner,50k-100k,Partner Organisation,South East,North Central,Poor
LRN0011194,Male,18-24,Akwa Ibom,Lagos,OND/ND,Unemployed,Yes,Tablet,Beginner,<50k,Referral,South South,South West,Good
LRN0011195,Male,25-34,Kaduna,Akwa Ibom,Undergraduate,Employed,Yes,Mobile Phone,Intermediate,50k-100k,Email Campaign,North West,South South,Moderate
LRN0011196,Female,18-24,Edo,Akwa Ibom,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Social Media,South South,South South,Good
LRN0011197,Male,18-24,Kaduna,Delta,OND/ND,Unemployed,Yes,Tablet,Beginner,100k-250k,Social Media,North West,South South,Poor
LRN0011198,Male,18-24,Abia,Katsina,Secondary School,Student,Yes,Laptop,Beginner,50k-100k,Social Media,South East,North West,Moderate
LRN0011199,Female,25-34,Edo,Kano,Undergraduate,Employed,No,Mobile Phone,Intermediate,50k-100k,Community Outreach,South South,North West,Moderate
LRN0011200,Male,18-24,FCT,Yobe,OND/ND,Student,Yes,Laptop,Intermediate,250k+,Campus Outreach,North Central,North East,Moderate
LRN0011201,Male,25-34,Lagos,Kaduna,Graduate,Student,Yes,Laptop,Beginner,<50k,Social Media,South West,North West,Moderate
LRN0011202,Female,18-24,Rivers,Benue,OND/ND,Employed,Yes,Laptop,Intermediate,<50k,Social Media,South South,North Central,Moderate
LRN0011203,Female,18-24,Imo,Rivers,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Referral,South East,South South,Moderate
LRN0011204,Female,25-34,Kogi,Kano,Graduate,Employed,Yes,Laptop,Intermediate,100k-250k,Social Media,North Central,North West,Moderate
LRN0011205,Female,25-34,Lagos,Anambra,Undergraduate,Unemployed,Yes,Laptop,Intermediate,100k-250k,Social Media,South West,South East,Moderate
LRN0011206,Female,18-24,Kaduna,Benue,Undergraduate,Student,Yes,Mobile Phone,Intermediate,100k-250k,Referral,North West,North Central,Good
LRN0011207,Male,18-24,Ogun,Plateau,Graduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Email Campaign,South West,North Central,Moderate
LRN0011208,Male,25-34,Lagos,Rivers,Graduate,Employed,Yes,Laptop,Intermediate,<50k,Campus Outreach,South West,South South,Good
LRN0011209,Male,18-24,Plateau,Lagos,Graduate,Employed,Yes,Laptop,Beginner,50k-100k,Social Media,North Central,South West,Good
LRN0011210,Male,18-24,Plateau,Abia,Undergraduate,Employed,Yes,Desktop,Beginner,50k-100k,Email Campaign,North Central,South East,Good
LRN0011211,Female,18-24,Rivers,Edo,Undergraduate,Unemployed,Yes,Tablet,Beginner,<50k,Social Media,South South,South South,Moderate
LRN0011212,Female,25-34,Plateau,Katsina,Undergraduate,Self-Employed,Yes,Laptop,Beginner,100k-250k,Social Media,North Central,North West,Poor
LRN0011213,Male,18-24,Akwa Ibom,Lagos,OND/ND,Student,Yes,Laptop,Intermediate,50k-100k,Referral,South South,South West,Good
LRN0011214,Female,25-34,Lagos,Katsina,Undergraduate,Unemployed,Yes,Laptop,Beginner,100k-250k,Partner Organisation,South West,North West,Poor
LRN0011215,Male,25-34,Ondo,Abia,Undergraduate,Unemployed,Yes,Laptop,Intermediate,<50k,Referral,South West,South East,Good
LRN0011216,Male,35-44,Kano,Delta,Undergraduate,Employed,No,Mobile Phone,Intermediate,<50k,Campus Outreach,North West,South South,Good
LRN0011217,Female,35-44,Osun,Kaduna,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Referral,South West,North West,Moderate
LRN0011218,Male,35-44,Kaduna,Adamawa,Graduate,Student,Yes,Laptop,Beginner,50k-100k,Social Media,North West,North East,Moderate
LRN0011219,Male,25-34,Ogun,Niger,OND/ND,Unemployed,Yes,Laptop,Beginner,<50k,Community Outreach,South West,North Central,Moderate
LRN0011220,Male,18-24,Osun,Plateau,Secondary School,Employed,Yes,Laptop,Beginner,<50k,Social Media,South West,North Central,Good
LRN0011221,Male,18-24,Kano,Rivers,Graduate,Student,Yes,Laptop,Beginner,50k-100k,Social Media,North West,South South,Good
LRN0011222,Female,18-24,Plateau,Bayelsa,Undergraduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Partner Organisation,North Central,South South,Good
LRN0011223,Female,18-24,Jigawa,Lagos,Undergraduate,Student,Yes,Laptop,Beginner,50k-100k,Email Campaign,North West,South West,Good
LRN0011224,Male,18-24,Lagos,Oyo,Undergraduate,Student,Yes,Mobile Phone,Intermediate,50k-100k,Email Campaign,South West,South West,Good
LRN0011225,Male,35-44,Borno,Ondo,Undergraduate,Self-Employed,Yes,Mobile Phone,Beginner,100k-250k,Email Campaign,North East,South West,Good
LRN0011226,Female,35-44,Ogun,Plateau,Undergraduate,Employed,Yes,Desktop,Beginner,<50k,Email Campaign,South West,North Central,Moderate
LRN0011227,Female,18-24,Sokoto,Oyo,Graduate,Student,Yes,Mobile Phone,Intermediate,50k-100k,Email Campaign,North West,South West,Good
LRN0011228,Male,25-34,Sokoto,Edo,Undergraduate,Unemployed,Yes,Laptop,Beginner,50k-100k,Social Media,North West,South South,Moderate
